magnitude,depth,cdi,mmi,sig,alert
0.4761904761904763,0.18562874251497008,0.8888888888888888,0.875,0.7764705882352941,yellow
0.04761904761904745,0.014970059880239524,0.7777777777777777,0.375,0.18823529411764706,green
0.1904761904761907,0.07335329341317366,0.8888888888888888,0.625,0.38823529411764707,green
0.1904761904761907,0.7979041916167665,0.4444444444444444,0.25,0.39215686274509803,green
0.38095238095238093,0.7859281437125749,0.4444444444444444,0.375,0.7294117647058823,green
0.0,0.028443113772455095,0.7777777777777777,0.5,0.17254901960784313,green
0.23809523809523814,0.02694610778443114,0.8888888888888888,0.875,0.2823529411764706,red
0.2857142857142856,0.00598802395209581,0.1111111111111111,0.375,0.5333333333333333,green
0.04761904761904745,0.007485029940119761,0.1111111111111111,0.25,0.11764705882352944,green
0.1904761904761907,0.13622754491017966,0.8888888888888888,0.75,0.396078431372549,green
0.1904761904761907,0.02095808383233533,0.6666666666666666,0.375,0.3686274509803922,green
0.3333333333333335,0.011976047904191617,1.0,0.875,0.6078431372549019,red
0.1904761904761907,0.04640718562874251,0.5555555555555556,0.375,0.38431372549019605,green
0.1904761904761907,0.02694610778443114,0.5555555555555556,0.375,0.38431372549019605,green
0.7619047619047619,0.029940119760479045,0.0,0.75,0.44313725490196076,green
0.4761904761904763,0.06736526946107785,1.0,0.625,0.8941176470588235,green
0.2857142857142856,0.07934131736526948,1.0,0.75,0.807843137254902,green
0.8095238095238093,0.0658682634730539,0.8888888888888888,0.625,0.3333333333333333,green
0.8095238095238093,0.04940119760479042,0.8888888888888888,0.75,0.39215686274509803,yellow
0.09523809523809534,0.16167664670658685,0.8888888888888888,0.5,0.15294117647058825,green
0.09523809523809534,0.011976047904191617,0.6666666666666666,0.625,0.7450980392156863,green
0.0,0.0344311377245509,0.0,0.375,0.039215686274509776,green
0.0,0.011976047904191617,0.5555555555555556,0.75,0.047058823529411764,green
0.38095238095238093,0.011976047904191617,1.0,1.0,0.5058823529411764,orange
0.09523809523809534,0.013473053892215571,0.8888888888888888,0.375,0.22745098039215683,green
0.09523809523809534,0.011976047904191617,1.0,0.25,0.21176470588235297,green
0.1904761904761907,0.06137724550898204,0.7777777777777777,0.625,0.09019607843137256,green
0.0,0.3652694610778443,0.4444444444444444,0.375,0.0431372549019608,green
0.0,0.4476047904191617,0.6666666666666666,0.375,0.047058823529411764,green
0.23809523809523814,0.06137724550898204,0.7777777777777777,0.75,0.611764705882353,yellow
0.04761904761904745,0.016467065868263474,0.5555555555555556,0.5,0.12549019607843137,green
0.0,0.03293413173652695,0.0,0.375,0.039215686274509776,green
0.7619047619047619,0.038922155688622756,1.0,0.875,0.49019607843137253,green
0.4285714285714288,0.06137724550898204,0.3333333333333333,0.75,0.7960784313725491,green
0.38095238095238093,0.011976047904191617,0.7777777777777777,0.625,0.1411764705882353,green
0.2857142857142856,0.06137724550898204,1.0,0.875,0.8,orange
0.5714285714285716,0.011976047904191617,1.0,0.375,0.0862745098039216,green
0.1904761904761907,0.019461077844311378,1.0,0.5,0.38823529411764707,green
0.23809523809523814,0.11676646706586827,0.7777777777777777,0.5,0.6352941176470588,green
0.09523809523809534,0.011976047904191617,0.8888888888888888,0.875,0.5333333333333333,green
0.09523809523809534,0.011976047904191617,0.5555555555555556,0.5,0.5333333333333333,green
0.23809523809523814,0.028443113772455095,0.8888888888888888,0.75,0.4666666666666667,orange
0.5238095238095237,0.038922155688622756,1.0,0.75,0.05098039215686273,yellow
0.1904761904761907,0.011976047904191617,0.0,0.25,0.3607843137254902,green
0.0,0.02095808383233533,0.6666666666666666,0.625,0.1333333333333333,green
0.1428571428571428,0.028443113772455095,0.6666666666666666,0.75,0.7215686274509804,green
0.0,0.011976047904191617,0.4444444444444444,0.5,0.0431372549019608,green
0.1904761904761907,0.9311377245508983,0.4444444444444444,0.25,0.42745098039215684,green
0.1904761904761907,0.03592814371257485,0.4444444444444444,0.375,0.37254901960784315,green
0.1428571428571428,0.029940119760479045,0.5555555555555556,0.375,0.2980392156862745,green
0.04761904761904745,0.011976047904191617,1.0,0.875,0.5647058823529412,yellow
0.6190476190476191,0.038922155688622756,1.0,0.75,0.8431372549019608,green
0.23809523809523814,0.1062874251497006,0.6666666666666666,0.75,0.7058823529411764,green
0.04761904761904745,0.7949101796407186,0.4444444444444444,0.125,0.17254901960784313,green
0.4285714285714288,0.02694610778443114,0.8888888888888888,0.875,0.33725490196078434,orange
0.4285714285714288,0.011976047904191617,0.7777777777777777,0.75,0.9137254901960784,green
0.04761904761904745,0.2440119760479042,0.5555555555555556,0.375,0.3686274509803922,green
0.1428571428571428,0.16467065868263475,0.6666666666666666,0.625,0.7647058823529411,green
0.0,0.0,0.7777777777777777,0.875,0.6588235294117647,green
0.04761904761904745,0.157185628742515,0.4444444444444444,0.625,0.1215686274509804,green
0.1428571428571428,0.14071856287425152,0.4444444444444444,0.625,0.38431372549019605,green
0.0,0.011976047904191617,0.7777777777777777,0.625,0.14901960784313728,green
0.0,0.014970059880239524,0.8888888888888888,0.875,0.007843137254901933,green
0.4761904761904763,0.08233532934131738,0.6666666666666666,0.5,0.9372549019607843,green
0.23809523809523814,0.21107784431137727,0.5555555555555556,0.625,0.5098039215686274,yellow
0.5714285714285716,0.017964071856287428,1.0,0.625,0.580392156862745,yellow
0.09523809523809534,0.011976047904191617,0.8888888888888888,1.0,0.37254901960784315,orange
0.1428571428571428,0.023952095808383235,1.0,0.75,0.7254901960784313,yellow
0.2857142857142856,0.04640718562874251,0.6666666666666666,0.625,0.6235294117647059,green
0.0,0.8607784431137725,0.0,0.125,0.039215686274509776,green
0.04761904761904745,0.011976047904191617,0.4444444444444444,0.375,0.12941176470588234,green
0.0,0.011976047904191617,1.0,0.75,0.36470588235294116,green
0.04761904761904745,0.019461077844311378,1.0,0.75,0.5490196078431373,yellow
0.09523809523809534,0.013473053892215571,0.7777777777777777,0.625,0.8,green
0.0,0.014970059880239524,0.7777777777777777,0.75,0.06274509803921569,yellow
0.04761904761904745,0.02095808383233533,0.0,0.375,0.11764705882352944,green
0.1904761904761907,0.07035928143712576,0.4444444444444444,0.625,0.9215686274509804,green
0.1428571428571428,0.0344311377245509,0.6666666666666666,0.625,0.2,green
0.04761904761904745,0.2679640718562874,0.0,0.375,0.11764705882352944,green
0.3333333333333335,0.023952095808383235,0.7777777777777777,0.75,0.6627450980392157,green
0.04761904761904745,0.011976047904191617,0.5555555555555556,0.5,0.592156862745098,green
0.1904761904761907,0.04940119760479042,0.7777777777777777,0.5,0.4196078431372549,green
0.2857142857142856,0.008982035928143714,1.0,1.0,0.9333333333333333,yellow
0.38095238095238093,0.3143712574850299,0.4444444444444444,0.625,0.2196078431372549,green
0.38095238095238093,0.0658682634730539,0.8888888888888888,0.625,0.7450980392156863,green
0.04761904761904745,0.08233532934131738,0.7777777777777777,0.625,0.9647058823529412,yellow
0.7142857142857144,0.17964071856287428,1.0,0.875,0.8862745098039215,orange
0.5238095238095237,0.011976047904191617,0.7777777777777777,0.75,0.12941176470588234,green
0.2857142857142856,0.2155688622754491,0.7777777777777777,0.625,0.7294117647058823,yellow
0.1428571428571428,0.019461077844311378,0.5555555555555556,0.625,0.30196078431372547,green
0.0,0.05389221556886228,0.0,0.5,0.039215686274509776,green
0.23809523809523814,0.3967065868263473,0.7777777777777777,0.375,0.8980392156862744,green
0.4761904761904763,0.21407185628742517,0.7777777777777777,0.75,0.9764705882352941,yellow
0.09523809523809534,0.09580838323353294,0.6666666666666666,0.625,0.05098039215686273,yellow
0.09523809523809534,0.016467065868263474,0.0,0.25,0.2,green
0.09523809523809534,0.09131736526946109,0.8888888888888888,0.875,0.7529411764705882,orange
0.04761904761904745,0.04940119760479042,0.5555555555555556,0.375,0.1215686274509804,green
0.04761904761904745,0.06137724550898204,0.2222222222222222,0.375,0.12549019607843137,green
0.1428571428571428,0.8502994011976048,0.3333333333333333,0.25,0.29411764705882354,green
0.23809523809523814,0.08682634730538923,0.5555555555555556,0.5,0.6392156862745098,green
0.38095238095238093,0.02095808383233533,0.3333333333333333,0.75,0.7137254901960784,green
0.2857142857142856,0.19610778443113774,0.0,0.5,0.5333333333333333,green
0.04761904761904745,0.011976047904191617,0.0,0.375,0.11764705882352944,green
0.4761904761904763,0.011976047904191617,0.3333333333333333,0.625,0.9058823529411765,green
0.2857142857142856,0.0658682634730539,0.8888888888888888,0.875,0.49411764705882355,orange
0.1428571428571428,0.8053892215568863,0.0,0.25,0.2784313725490196,green
0.09523809523809534,0.011976047904191617,0.3333333333333333,0.375,0.20784313725490194,green
0.1428571428571428,0.017964071856287428,0.8888888888888888,0.75,0.22745098039215683,yellow
0.0,0.011976047904191617,0.2222222222222222,0.375,0.05882352941176472,green
0.1428571428571428,0.011976047904191617,0.4444444444444444,0.375,0.5333333333333333,green
0.0,0.011976047904191617,0.3333333333333333,0.375,0.11372549019607842,green
0.0,0.022455089820359285,0.0,0.375,0.039215686274509776,green
0.09523809523809534,0.6871257485029941,0.0,0.25,0.2,green
0.0,0.02694610778443114,0.0,0.375,0.039215686274509776,green
0.23809523809523814,0.05538922155688623,0.6666666666666666,0.625,0.4627450980392157,green
0.09523809523809534,0.8203592814371258,0.2222222222222222,0.25,0.2,green
0.4761904761904763,0.02694610778443114,0.8888888888888888,0.875,0.4156862745098039,red
0.0,0.8592814371257486,0.4444444444444444,0.0,0.0431372549019608,green
0.1904761904761907,0.1691616766467066,0.3333333333333333,0.375,0.37254901960784315,green
0.0,0.09880239520958085,0.3333333333333333,0.625,0.0431372549019608,green
0.666666666666667,1.0,0.7777777777777777,0.375,0.3254901960784314,green
0.04761904761904745,0.04940119760479042,0.8888888888888888,1.0,0.7019607843137254,orange
0.2857142857142856,0.028443113772455095,0.2222222222222222,0.5,0.5333333333333333,green
0.2857142857142856,0.940119760479042,0.0,0.25,0.5333333333333333,green
0.0,0.010479041916167664,0.6666666666666666,0.75,0.047058823529411764,green
0.38095238095238093,0.2155688622754491,0.8888888888888888,0.625,0.6352941176470588,yellow
0.1904761904761907,0.028443113772455095,0.7777777777777777,0.75,0.21176470588235297,green
0.8095238095238093,0.8952095808383235,0.5555555555555556,0.375,0.6039215686274509,green
0.0,0.7889221556886228,0.5555555555555556,0.25,0.403921568627451,green
0.0,0.04640718562874251,0.6666666666666666,0.625,0.05882352941176472,green
0.1904761904761907,0.04790419161676647,1.0,0.875,0.1568627450980392,orange
0.1904761904761907,0.004491017964071856,0.7777777777777777,0.875,0.9411764705882353,yellow
0.1428571428571428,0.8338323353293414,0.5555555555555556,0.25,0.36470588235294116,green
0.1904761904761907,0.04940119760479042,1.0,0.625,0.396078431372549,green
0.09523809523809534,0.05688622754491018,0.5555555555555556,0.625,0.2196078431372549,green
0.1428571428571428,0.029940119760479045,0.6666666666666666,0.625,0.30980392156862746,green
0.09523809523809534,0.02694610778443114,0.8888888888888888,0.75,0.22352941176470587,green
0.4761904761904763,0.0344311377245509,1.0,0.875,0.1843137254901961,yellow
0.3333333333333335,0.029940119760479045,0.7777777777777777,0.75,0.9098039215686274,yellow
0.666666666666667,0.017964071856287428,1.0,0.375,0.807843137254902,green
0.2857142857142856,0.05538922155688623,1.0,0.75,0.7019607843137254,green
0.4761904761904763,0.02544910179640719,0.8888888888888888,0.5,0.8431372549019608,green
0.0,0.1317365269461078,0.8888888888888888,0.75,0.4,green
0.0,0.022455089820359285,0.1111111111111111,0.5,0.0431372549019608,green
0.23809523809523814,0.011976047904191617,0.4444444444444444,0.625,0.5137254901960784,green
0.04761904761904745,0.016467065868263474,0.4444444444444444,0.5,0.1411764705882353,green
0.0,0.02544910179640719,0.8888888888888888,0.875,0.0039215686274509665,yellow
0.38095238095238093,0.02544910179640719,0.8888888888888888,1.0,0.4,red
0.0,0.16167664670658685,0.6666666666666666,0.5,0.08235294117647057,green
0.1428571428571428,0.011976047904191617,0.5555555555555556,0.5,0.3411764705882353,green
0.04761904761904745,0.029940119760479045,0.3333333333333333,0.5,0.1333333333333333,green
0.09523809523809534,0.03293413173652695,0.3333333333333333,0.375,0.2,green
0.09523809523809534,0.8248502994011977,0.3333333333333333,0.25,0.21176470588235297,green
0.0,0.17514970059880242,0.3333333333333333,0.5,0.0431372549019608,green
0.8095238095238093,0.06736526946107785,1.0,0.75,0.8705882352941177,red
0.0,0.010479041916167664,0.5555555555555556,0.75,0.2627450980392157,yellow
0.04761904761904745,0.007485029940119761,0.7777777777777777,0.75,0.6588235294117647,yellow
0.5714285714285716,0.011976047904191617,0.8888888888888888,0.75,0.0862745098039216,green
0.04761904761904745,0.011976047904191617,0.5555555555555556,0.375,0.25098039215686274,green
0.0,0.010479041916167664,1.0,0.875,0.39215686274509803,yellow
0.1428571428571428,0.05389221556886228,0.6666666666666666,0.625,0.5411764705882353,yellow
0.1904761904761907,0.13622754491017966,0.8888888888888888,0.625,0.1411764705882353,yellow
0.1428571428571428,0.004491017964071856,0.0,0.375,0.2784313725490196,green
0.04761904761904745,0.014970059880239524,0.7777777777777777,0.75,0.14901960784313728,green
0.0,0.019461077844311378,0.0,0.375,0.039215686274509776,green
0.1428571428571428,0.25,0.6666666666666666,0.5,0.28627450980392155,green
0.1904761904761907,0.03592814371257485,1.0,0.625,0.6823529411764706,green
0.1904761904761907,0.038922155688622756,1.0,0.75,0.9176470588235294,yellow
0.0,0.040419161676646706,0.7777777777777777,0.875,0.5686274509803921,green
0.04761904761904745,0.022455089820359285,0.6666666666666666,0.75,0.1215686274509804,yellow
0.1904761904761907,0.6167664670658684,0.2222222222222222,0.25,0.36470588235294116,green
0.0,0.8877245508982037,0.3333333333333333,0.25,0.05098039215686273,green
0.0,0.019461077844311378,0.8888888888888888,0.75,0.3058823529411765,yellow
0.666666666666667,0.19910179640718564,1.0,0.75,0.3568627450980392,yellow
0.0,0.05089820359281437,0.6666666666666666,0.625,0.05490196078431375,green
0.38095238095238093,0.9356287425149702,0.6666666666666666,0.25,0.8196078431372549,green
0.1904761904761907,0.014970059880239524,0.6666666666666666,0.375,0.4,green
0.5238095238095237,0.05389221556886228,1.0,0.875,0.0,yellow
0.09523809523809534,0.22455089820359284,0.5555555555555556,0.5,0.33725490196078434,green
0.666666666666667,0.1377245508982036,1.0,0.75,0.2980392156862745,yellow
0.1904761904761907,0.02544910179640719,0.8888888888888888,0.625,0.3803921568627451,green
0.0,0.014970059880239524,0.0,0.5,0.039215686274509776,green
0.6190476190476191,0.05688622754491018,1.0,0.875,0.2549019607843137,green
0.04761904761904745,0.008982035928143714,0.5555555555555556,0.375,0.8784313725490196,green
0.0,0.016467065868263474,1.0,0.875,0.3568627450980392,yellow
0.04761904761904745,0.022455089820359285,0.8888888888888888,0.75,0.20784313725490194,green
0.1904761904761907,0.011976047904191617,0.5555555555555556,0.375,0.8431372549019608,green
0.1904761904761907,0.010479041916167664,1.0,0.625,0.9725490196078431,green
0.0,0.010479041916167664,0.7777777777777777,0.75,0.09411764705882353,yellow
0.0,0.011976047904191617,0.6666666666666666,0.75,0.06274509803921569,yellow
0.6190476190476191,0.019461077844311378,1.0,1.0,0.5372549019607843,orange
0.04761904761904745,0.008982035928143714,1.0,0.875,0.596078431372549,red
0.04761904761904745,0.9161676646706588,0.3333333333333333,0.25,0.14509803921568626,green
0.1428571428571428,0.05988023952095809,0.3333333333333333,0.625,0.2980392156862745,green
0.1904761904761907,0.8892215568862276,0.2222222222222222,0.25,0.36470588235294116,green
0.23809523809523814,0.02544910179640719,0.5555555555555556,0.625,0.0039215686274509665,green
0.1428571428571428,0.7095808383233534,0.4444444444444444,0.25,0.28627450980392155,green
0.1428571428571428,0.11976047904191618,0.6666666666666666,0.625,0.3333333333333333,yellow
0.3333333333333335,0.02095808383233533,0.6666666666666666,0.5,0.6235294117647059,green
0.5714285714285716,0.2904191616766467,0.5555555555555556,0.625,0.29411764705882354,green
0.04761904761904745,0.07185628742514971,0.4444444444444444,0.625,0.1215686274509804,green
0.3333333333333335,0.11377245508982037,0.1111111111111111,0.625,0.6196078431372549,green
0.1904761904761907,0.6032934131736528,0.3333333333333333,0.25,0.36470588235294116,green
0.1904761904761907,0.040419161676646706,0.8888888888888888,0.75,0.5490196078431373,green
0.09523809523809534,0.02095808383233533,0.5555555555555556,0.75,0.40784313725490196,green
0.23809523809523814,0.03293413173652695,0.7777777777777777,0.75,0.45098039215686275,green
0.6190476190476191,0.02694610778443114,1.0,1.0,0.0431372549019608,orange
0.23809523809523814,0.011976047904191617,1.0,1.0,0.6039215686274509,red
0.1904761904761907,0.2005988023952096,0.6666666666666666,0.625,0.027450980392156876,yellow
0.04761904761904745,0.3143712574850299,0.6666666666666666,0.375,0.38431372549019605,green
0.09523809523809534,0.0374251497005988,0.7777777777777777,0.5,0.20392156862745098,green
0.09523809523809534,0.03293413173652695,0.7777777777777777,0.625,0.2,green
0.1904761904761907,0.03592814371257485,0.7777777777777777,0.625,0.3686274509803922,green
0.6190476190476191,0.03293413173652695,0.4444444444444444,0.25,0.20392156862745098,green
0.3333333333333335,0.2619760479041916,0.3333333333333333,0.75,0.6235294117647059,green
0.2857142857142856,0.18413173652694612,0.7777777777777777,0.75,0.34509803921568627,green
0.04761904761904745,0.011976047904191617,0.3333333333333333,0.375,0.12941176470588234,green
0.09523809523809534,0.0658682634730539,0.5555555555555556,0.625,0.30196078431372547,green
0.0,0.016467065868263474,0.3333333333333333,0.625,0.0431372549019608,green
0.09523809523809534,0.07934131736526948,0.8888888888888888,0.75,0.4196078431372549,orange
0.04761904761904745,0.12425149700598803,0.8888888888888888,0.625,0.49019607843137253,green
0.1904761904761907,0.028443113772455095,0.8888888888888888,0.5,0.38431372549019605,green
0.3333333333333335,0.029940119760479045,0.4444444444444444,0.75,0.7333333333333334,green
0.09523809523809534,0.8982035928143713,0.2222222222222222,0.25,0.2,green
0.5238095238095237,0.9251497005988025,0.5555555555555556,0.375,0.0,green
0.5238095238095237,0.9041916167664672,0.6666666666666666,0.5,0.2392156862745098,green
0.1428571428571428,0.014970059880239524,0.5555555555555556,0.625,0.29411764705882354,green
0.0,0.013473053892215571,0.7777777777777777,0.75,0.4784313725490196,orange
0.09523809523809534,0.014970059880239524,0.5555555555555556,0.375,0.2431372549019608,green
0.1904761904761907,0.011976047904191617,0.5555555555555556,0.625,0.40784313725490196,green
0.1904761904761907,0.014970059880239524,0.6666666666666666,0.625,0.4745098039215686,green
0.04761904761904745,0.011976047904191617,0.7777777777777777,0.375,0.13725490196078433,green
0.1428571428571428,0.0658682634730539,0.7777777777777777,0.75,0.788235294117647,green
0.0,0.02694610778443114,0.5555555555555556,0.75,0.06666666666666665,green
0.4761904761904763,0.34281437125748504,0.8888888888888888,0.75,0.1568627450980392,orange
0.2857142857142856,0.19910179640718564,0.6666666666666666,0.625,0.5490196078431373,green
0.04761904761904745,0.023952095808383235,0.7777777777777777,0.75,0.1215686274509804,green
0.04761904761904745,0.04940119760479042,0.5555555555555556,0.75,0.7058823529411764,green
0.09523809523809534,0.03143712574850299,0.5555555555555556,0.75,0.3058823529411765,green
0.0,0.0374251497005988,0.6666666666666666,0.75,0.06666666666666665,green
0.23809523809523814,0.038922155688622756,0.8888888888888888,0.75,0.6235294117647059,green
0.8571428571428577,0.029940119760479045,1.0,0.875,0.1568627450980392,orange
0.09523809523809534,0.011976047904191617,0.5555555555555556,0.5,0.26666666666666666,green
0.0,0.00598802395209581,0.0,0.5,0.039215686274509776,green
0.04761904761904745,0.029940119760479045,0.3333333333333333,0.5,0.1215686274509804,green
0.23809523809523814,0.06886227544910181,1.0,0.75,0.4784313725490196,green
0.1904761904761907,0.040419161676646706,0.4444444444444444,0.75,0.3686274509803922,green
0.23809523809523814,0.013473053892215571,0.8888888888888888,0.625,0.4666666666666667,green
0.0,0.02694610778443114,0.4444444444444444,0.375,0.18039215686274512,green
0.09523809523809534,0.014970059880239524,0.4444444444444444,0.5,0.2,green
0.0,0.6856287425149701,0.3333333333333333,0.375,0.047058823529411764,green
0.6190476190476191,0.9910179640718564,0.6666666666666666,0.25,1.0,green
0.1428571428571428,0.10479041916167665,0.5555555555555556,0.625,0.4784313725490196,green
0.1428571428571428,0.011976047904191617,0.1111111111111111,0.5,0.2784313725490196,green
0.1904761904761907,0.013473053892215571,0.1111111111111111,0.375,0.3607843137254902,green
0.1428571428571428,0.013473053892215571,0.1111111111111111,0.375,0.2784313725490196,green
0.1428571428571428,0.04940119760479042,0.8888888888888888,0.625,0.7490196078431373,green
0.38095238095238093,0.019461077844311378,0.8888888888888888,0.75,0.6078431372549019,orange
0.2857142857142856,0.011976047904191617,0.1111111111111111,0.625,0.5333333333333333,green
0.4761904761904763,0.07934131736526948,0.7777777777777777,0.875,0.8980392156862744,green
0.1428571428571428,0.062874251497006,0.5555555555555556,0.625,0.2901960784313725,green
0.09523809523809534,0.04341317365269461,0.5555555555555556,0.625,0.20392156862745098,green
0.09523809523809534,0.029940119760479045,0.7777777777777777,0.75,0.47058823529411764,yellow
0.04761904761904745,0.011976047904191617,0.8888888888888888,0.75,0.36470588235294116,yellow
0.6190476190476191,0.008982035928143714,0.8888888888888888,1.0,0.5176470588235293,red
0.0,0.011976047904191617,0.0,0.5,0.039215686274509776,green
0.0,0.013473053892215571,0.2222222222222222,0.5,0.039215686274509776,green
0.4761904761904763,0.058383233532934134,0.6666666666666666,0.75,0.9098039215686274,green
0.23809523809523814,0.8233532934131738,0.4444444444444444,0.625,0.47058823529411764,green
0.09523809523809534,0.03143712574850299,0.5555555555555556,0.5,0.2901960784313725,green
0.09523809523809534,0.3308383233532934,0.4444444444444444,0.625,0.23529411764705882,green
0.1428571428571428,0.3248502994011976,0.1111111111111111,0.375,0.2784313725490196,green
0.0,0.008982035928143714,0.1111111111111111,0.375,0.039215686274509776,green
0.04761904761904745,0.02694610778443114,0.7777777777777777,0.625,0.27058823529411763,green
0.04761904761904745,0.03143712574850299,0.1111111111111111,0.5,0.11764705882352944,green
0.04761904761904745,0.9161676646706588,0.1111111111111111,0.25,0.11764705882352944,green
0.1428571428571428,0.05538922155688623,0.6666666666666666,0.5,0.28627450980392155,green
0.0,0.04940119760479042,0.5555555555555556,0.5,0.047058823529411764,green
0.09523809523809534,0.029940119760479045,0.7777777777777777,0.375,0.22745098039215683,green
0.2857142857142856,0.06437125748502995,0.4444444444444444,0.625,0.5450980392156862,green
0.04761904761904745,0.07634730538922156,0.2222222222222222,0.625,0.1215686274509804,green
0.2857142857142856,0.6467065868263474,0.3333333333333333,0.625,0.5333333333333333,green
0.38095238095238093,0.05688622754491018,0.8888888888888888,0.625,0.33725490196078434,yellow
0.09523809523809534,0.19161676646706588,0.5555555555555556,0.5,0.32941176470588235,green
0.1428571428571428,0.14820359281437126,0.6666666666666666,0.625,0.396078431372549,green
0.1904761904761907,0.016467065868263474,0.0,0.375,0.3607843137254902,green
0.1904761904761907,0.9176646706586827,0.0,0.625,0.3607843137254902,green
0.0,0.02694610778443114,0.5555555555555556,0.375,0.2588235294117647,green
0.1904761904761907,0.07634730538922156,0.8888888888888888,0.75,0.7176470588235294,orange
0.0,0.02694610778443114,0.0,0.375,0.039215686274509776,green
0.09523809523809534,0.023952095808383235,0.0,0.5,0.2,green
0.1904761904761907,0.008982035928143714,0.0,0.5,0.3607843137254902,green
0.666666666666667,0.1601796407185629,0.6666666666666666,0.875,0.2627450980392157,green
0.09523809523809534,0.03592814371257485,0.0,0.5,0.2,green
0.0,0.011976047904191617,0.0,0.5,0.039215686274509776,green
0.1904761904761907,0.02694610778443114,0.0,0.5,0.3607843137254902,green
0.1904761904761907,0.00598802395209581,1.0,0.75,0.21568627450980393,green
0.0,0.011976047904191617,0.7777777777777777,0.5,0.21176470588235297,green
0.04761904761904745,0.15568862275449102,0.0,0.5,0.11764705882352944,green
0.0,0.011976047904191617,0.4444444444444444,0.625,0.7764705882352941,green
0.4761904761904763,0.06137724550898204,0.0,0.625,0.8823529411764706,green
0.04761904761904745,0.040419161676646706,0.0,0.625,0.11764705882352944,green
0.3333333333333335,0.03293413173652695,0.8888888888888888,0.75,0.4745098039215686,yellow
0.04761904761904745,0.011976047904191617,0.0,0.625,0.11764705882352944,green
0.4285714285714288,0.05538922155688623,0.0,0.625,0.792156862745098,green
0.5238095238095237,0.029940119760479045,0.0,0.75,0.9764705882352941,green
0.04761904761904745,0.19910179640718564,0.6666666666666666,0.5,0.14509803921568626,green
0.0,0.02694610778443114,0.0,0.625,0.039215686274509776,green
0.2857142857142856,0.08682634730538923,0.0,0.75,0.5333333333333333,green
0.5714285714285716,0.029940119760479045,0.8888888888888888,1.0,0.6313725490196078,yellow
0.0,0.03293413173652695,0.7777777777777777,0.75,0.11764705882352944,green
0.1904761904761907,0.038922155688622756,0.0,0.5,0.3607843137254902,green
